JOHN
time[s]       Fp1      Fp2       F7       F3       Fz       F4       F8       T3       C3       Cz       C4       T4       T5       P3       Pz       P4       T6       O1       O2      Ref     Drlv   Photic 
12.754 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -7719.000 -1.000
12.756 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -8304.000 -1.000
12.758 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -8810.000 -1.000
12.760 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -9230.000 -1.000
12.762 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -9563.000 -1.000
12.764 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -9803.000 -1.000
12.766 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -9949.000 -1.000
12.768 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -1.000
12.770 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -9955.000 -1.000
12.772 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -9814.000 -1.000
12.774 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -9579.000 -1.000
12.776 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -9252.000 -1.000
12.778 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -8836.000 -1.000
12.780 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -8335.000 -1.000
12.782 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -7755.000 -1.000
12.784 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -7100.000 -1.000
12.786 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -6376.000 -1.000
12.788 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -5592.000 -1.000
12.790 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -4754.000 -1.000
12.792 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -3870.000 -1.000
12.794 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -2949.000 -1.000
12.796 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -2000.000 -1.000
12.798 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1031.000 -1.000
12.800 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -53.000 -1.000
12.802 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 926.000 -1.000
12.804 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 1896.000 -1.000
12.806 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 2847.000 -1.000
12.808 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 3772.000 -1.000
12.810 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 4660.000 -1.000
12.812 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 5504.000 -1.000
12.814 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 6294.000 -1.000
12.816 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 7024.000 -1.000
12.818 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 7687.000 -1.000
12.820 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 8276.000 -1.000
12.822 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 8786.000 -1.000
12.824 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 9211.000 -1.000
12.826 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 9548.000 -1.000
12.828 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 9793.000 -1.000
12.830 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 9944.000 -1.000
12.832 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 -1.000
12.834 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 9959.000 -1.000
12.836 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 9823.000 -1.000
12.838 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 9593.000 -1.000
12.840 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 9271.000 -1.000
12.842 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 8859.000 -1.000
12.844 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 8363.000 -1.000
12.846 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 7786.000 -1.000
12.848 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 7135.000 -1.000
12.850 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 6415.000 -1.000
12.852 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 5634.000 -1.000
12.854 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 4798.000 -1.000
12.856 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 3916.000 -1.000
12.858 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 2997.000 -1.000
12.860 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 2049.000 -1.000
12.862 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 1081.000 -1.000
12.864 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 103.000 -1.000
12.866 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -876.000 -1.000
12.868 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1846.000 -1.000
12.870 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -2799.000 -1.000
12.872 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -3725.000 -1.000
12.874 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -4616.000 -1.000
12.876 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -5462.000 -1.000
12.878 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -6255.000 -1.000
12.880 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -6989.000 -1.000
12.882 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -7655.000 -1.000
12.884 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -8248.000 -1.000
12.886 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -8762.000 -1.000
12.888 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -9191.000 -1.000
12.890 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -9533.000 -1.000
12.892 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -9783.000 -1.000
12.894 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -1.000
12.896 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -1.000
12.898 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -9964.000 -1.000
12.900 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -9833.000 -1.000
12.902 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -9607.000 -1.000
12.904 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -9290.000 -1.000
12.906 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -8883.000 -1.000
12.908 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -8391.000 -1.000
12.910 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -7818.000 -1.000
12.912 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -7170.000 -1.000
12.914 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -6454.000 -1.000
12.916 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -5675.000 -1.000
12.918 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -4842.000 -1.000
12.920 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -3963.000 -1.000
12.922 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -3045.000 -1.000
12.924 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -2098.000 -1.000
12.926 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1131.000 -1.000
12.928 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -154.000 -1.000
12.930 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 826.000 -1.000
12.932 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 1797.000 -1.000
12.934 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 2751.000 -1.000
12.936 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 3679.000 -1.000
12.938 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 4571.000 -1.000
12.940 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 5419.000 -1.000
12.942 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 6216.000 -1.000
12.944 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 6953.000 -1.000
12.946 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 7623.000 -1.000
12.948 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 8219.000 -1.000
12.950 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 8737.000 -1.000
